"name", "region", "exposed", "generationTime", "sensitivity", "migration"
"Chironomus thummi-Gruppe", "Eurasia", "1", "0.33333", "-0.33356", "0"
"Chloroperla", "Eurasia", "1", "1", "0.37964", "0"
"Chloroperla sp.", "Eurasia", "1", "1", "0.37964", "0"
"Chloroperla torrentium", "Eurasia", "1", "1", "0.37964", "0"
"Chloroperla tripunctata", "United Kingdom", "1", "1", "0.37964", "0"
"Chloroperlidae", "Eurasia", "1", "1", "0.37964", "0"
"Choroterpes", "West Siberia", "1", "1", "-0.29501", "0"
"Choroterpes sp. altioculus ?", "West Siberia", "1", "1", "-0.29501", "0"
"Chrysomelidae", "Eurasia", "1", "1", "-1.14674", "0"
"Chrysomelidae", "Eurasia", "1", "1", "-1.14674", "0"
"Chrysomelidae sp.", "Eurasia", "1", "1", "-1.14674", "0"
"Chydoridae", "Eurasia", "1", "0.33", "0.17", "0"
"Cladocera", "Eurasia", "1", "0.33", "0.17808", "0"
"Cloeon", "Finland", "1", "0.43333", "-0.20879", "0"
"Cloeon", "Eurasia", "1", "0.4", "-0.32398", "0"
"Cloeon", "West Siberia", "1", "1", "-0.0648", "0"
"Cloeon dipterum", "West Siberia", "1", "1", "-0.32398", "0"
"Cloeon dipterum", "Eurasia", "1", "0.3", "-0.32398", "0"
"Cloeon inscriptum", "West Siberia", "1", "1", "0.02159", "0"
"Cloeon inscriptum", "Finland", "1", "0.5", "0.02159", "0"
"Cloeon macronyx", "West Siberia", "1", "1", "0.02159", "0"
"Cloeon simile", "West Siberia", "1", "1", "0.02159", "0"
"Cloeon simile", "Eurasia", "1", "0.5", "-0.32398", "0"
"Coelambus", "Eurasia", "1", "1", "-0.80728", "0"
"Coelambus confluens", "Eurasia", "1", "1", "-0.80728", "0"
"Coelambus impressopunctatus", "Eurasia", "1", "1", "-0.80728", "0"
"Coelambus lautus", "Eurasia", "1", "1", "-0.80728", "0"
"Coelambus nigrolineatus", "Eurasia", "1", "1", "-0.80728", "0"
"Coelambus paralellogrammus", "Eurasia", "1", "1", "-0.80728", "0"
"Coelambus parallelogrammus", "Eurasia", "1", "1", "-0.80728", "0"
"Coelostoma", "Eurasia", "1", "1", "-0.89278", "0"
"Coelostoma orbiculare", "Eurasia", "1", "1", "-0.89278", "0"
"Coenagrion", "Eurasia", "1", "1", "-0.23577", "0"
"Coenagrion hastulatum", "Eurasia", "1", "1", "-0.23577", "0"
"Coenagrion lunulatum", "United Kingdom", "1", "1", "-0.23577", "0"
"Coenagrion mercuriale", "United Kingdom", "1", "1", "-0.23577", "0"
"Coenagrion puella", "Eurasia", "1", "1", "-0.23577", "0"
"Coenagrion puella/pulchellum", "Eurasia", "1", "1", "-0.23577", "0"
"Coenagrion pulchellum", "Eurasia", "1", "1", "-0.23577", "0"
"Coenagrion sp.", "Eurasia", "1", "1", "-0.23577", "0"
"Coenagrionidae", "United Kingdom", "1", "1", "-0.23577", "0"
"Coenagrionidae", "Eurasia", "1", "0.92857", "-0.23577", "0"
"Coenagrionidae", "Eurasia", "1", "1", "-0.23577", "0"
"Coenagrionidae sp.", "Eurasia", "1", "1", "-0.23577", "0"
"Coleoptera", "Eurasia", "1", "1.07309", "-0.97551", "0"
"Colymbetes", "Eurasia", "1", "1", "-0.80728", "0"
"Colymbetes fuscus", "Eurasia", "1", "1", "-0.80728", "0"
"Colymbetes kotulae", "Eurasia", "1", "1", "-0.80728", "0"
"Colymbetes sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Colymbetinae", "Eurasia", "1", "1", "-0.80728", "0"
"Colymbetinae sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Conchapelopia", "Eurasia", "1", "0.4", "-0.38982", "0"
"Conchapelopia melanops", "Eurasia", "1", "0.4", "-0.38982", "0"
"Conchapelopia sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Congeria", "Eurasia", "1", "1", "-2.09", "0"
"Congeria leucophaeata", "Eurasia", "1", "1", "-2.09", "0"
"Copelatus", "Eurasia", "1", "1", "-0.80728", "0"
"Copelatus haemorrhoidalis", "Eurasia", "1", "1", "-0.80728", "0"
"Corbicula", "Eurasia", "1", "1", "-2.09", "0"
"Corbicula fluminalis", "Eurasia", "1", "1", "-2.09", "0"
"Corbicula fluminea", "Eurasia", "1", "1", "-2.09", "0"
"Corbiculidae", "Eurasia", "1", "1", "-2.09", "0"
"Cordulegaster", "United Kingdom", "1", "2", "-0.95986", "0"
"Cordulegaster", "Eurasia", "1", "3.5", "-0.95986", "0"
"Cordulegaster boltonii", "United Kingdom", "1", "2", "-0.95986", "0"
"Cordulegaster boltonii", "Eurasia", "1", "3", "-0.95986", "0"
"Cordulegaster sp.", "United Kingdom", "1", "2", "-0.95986", "0"
"Cordulegaster sp.", "Eurasia", "1", "4", "-0.95986", "0"
"Cordulegastridae", "Eurasia", "1", "3.5", "-0.95986", "0"
"Cordulegastridae", "United Kingdom", "1", "2", "-0.95986", "0"
"Cordulia", "Eurasia", "1", "2", "-0.95986", "0"
"Cordulia aenea", "Eurasia", "1", "2", "-0.95986", "0"
"Corduliidae", "West Siberia", "1", "1.5", "-0.95986", "0"
"Corduliidae", "Eurasia", "1", "1.25", "-0.95986", "0"
"Corduliidae", "Eurasia", "1", "1", "-0.95986", "0"
"Corduliidae", "United Kingdom", "1", "1.8", "-0.95986", "0"
"Corduliidae sp.", "Eurasia", "1", "1", "-0.95986", "0"
"Corixa", "Finland", "0", "0.65", "-0.31275", "0"
"Corixa", "Eurasia", "0", "0.55", "-0.31275", "0"
"Corixa affinis", "Eurasia", "0", "0.5", "-0.31275", "0"
"Corixa dentipes", "Eurasia", "0", "0.5", "-0.31275", "0"
"Corixa panzeri", "Eurasia", "0", "0.5", "-0.31275", "0"
"Corixa punctata", "Eurasia", "0", "0.75", "-0.31275", "0"
"Corixa sp.", "Eurasia", "0", "0.5", "-0.31275", "0"
"Corixa sp.", "Finland", "0", "1", "-0.31275", "0"
"Corixidae", "Eurasia", "0", "0.9", "-0.29223", "0"
"Corixidae", "United Kingdom", "0", "0.52976", "-0.27434", "0"
"Corixidae", "United Kingdom", "0", "0.5", "-0.29223", "0"
"Corixidae", "Eurasia", "0", "0.54881", "-0.27434", "0"
"Corixidae", "Finland", "0", "0.56071", "-0.27434", "0"
"Corixidae sp.", "Eurasia", "0", "0.9", "-0.29223", "0"
"Corixidae sp.", "United Kingdom", "0", "0.5", "-0.29223", "0"
"Corophiidae", "Eurasia", "1", "0.33", "0.16", "0"
"Corophium", "Eurasia", "1", "0.33", "0.16", "0"
"Corophium curvispinum", "Eurasia", "1", "0.33", "0.16", "0"
"Corophium lacustre", "Eurasia", "1", "0.33", "0.16", "0"
"Corophium multisetosum", "Eurasia", "1", "0.33", "0.16", "0"
"Corophium sp.", "Eurasia", "1", "0.33", "0.16", "0"
"Corophium volutator", "Eurasia", "1", "0.33", "0.16", "0"
"Crambidae", "Eurasia", "1", "1", "-0.06", "0"
"Crangon", "Eurasia", "1", "1", "-0.07765", "0"
"Crangon crangon", "Eurasia", "1", "1", "-0.07765", "0"
"Crangonidae", "Eurasia", "1", "1", "-0.07765", "0"
"Crangonyctidae", "Eurasia", "1", "0.33", "0.16", "0"
"Crangonyx", "Eurasia", "1", "0.33", "0.16", "0"
"Crangonyx pseudogracilis", "Eurasia", "1", "0.33", "0.16", "0"
"Crenobia", "Eurasia", "1", "1", "-0.42961", "0"
"Crenobia alpina", "Eurasia", "1", "1", "-0.42961", "0"
"Cricotopus", "Eurasia", "1", "0.4", "-0.38982", "0"
"Cricotopus sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Crunoecia", "Eurasia", "1", "1", "-0.05811", "0"
"Crunoecia irrorata", "Eurasia", "1", "1", "-0.05811", "0"
"Cryptochironomus", "Eurasia", "1", "0.4", "-0.38982", "0"
"Cryptochironomus sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Culex", "Eurasia", "1", "0.25", "-0.28635", "0"
"Culex sp.", "Eurasia", "1", "0.25", "-0.28635", "0"
"Culicidae", "Eurasia", "1", "0.25", "-0.28976", "0"
"Culicidae", "Eurasia", "1", "0.25", "-0.3", "0"
"Culicidae sp.", "Eurasia", "1", "0.25", "-0.3", "0"
"Culiseta", "Eurasia", "1", "0.25", "-0.28635", "0"
"Culiseta sp.", "Eurasia", "1", "0.25", "-0.28635", "0"
"Curculionidae", "Eurasia", "1", "1", "-1.14674", "0"
"Curculionidae sp.", "Eurasia", "1", "1", "-1.14674", "0"
"Curculionoidea", "Eurasia", "1", "1", "-1.14674", "0"
"Cybaeidae", "Eurasia", "1", "1", "-1.63909", "0"
"Cymatia", "Eurasia", "0", "0.5", "-0.29223", "0"
"Cymatia bonsdorffi", "Eurasia", "0", "0.5", "-0.29223", "0"
"Cymatia coleoptrata", "Eurasia", "0", "0.5", "-0.29223", "0"
"Cymbiodyta", "Eurasia", "1", "1", "-0.89278", "0"
"Cymbiodyta marginella", "Eurasia", "1", "1", "-0.89278", "0"
"Cyrnus", "West Siberia", "1", "1.03571", "-0.05811", "0"
"Cyrnus", "Eurasia", "1", "1", "-0.05811", "0"
"Cyrnus flavidus", "West Siberia", "1", "1.03571", "-0.05811", "0"
"Cyrnus flavidus", "Eurasia", "1", "1", "-0.05811", "0"
"Cyrnus trimaculatus", "Eurasia", "1", "1", "-0.05811", "0"
"Cyrnus trimaculatus", "West Siberia", "1", "1.03571", "-0.05811", "0"
"Daphnia", "Eurasia", "1", "0.33", "0.20231", "0"
"Daphnia sp.", "Eurasia", "1", "0.33", "0.20231", "0"
"Daphniidae", "Eurasia", "1", "0.33", "0.20231", "0"
"Decapoda", "Eurasia", "1", "1.11111", "-0.16687", "0"
"Demicryptochironomus", "Eurasia", "1", "0.4", "-0.38982", "0"
"Demicryptochironomus sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Dendrocoelidae", "Eurasia", "1", "1", "-0.42961", "0"
"Dendrocoelum", "Eurasia", "1", "1", "-0.42961", "0"
"Dendrocoelum lacteum", "Eurasia", "1", "1", "-0.42961", "0"
"Deronectes", "Eurasia", "1", "1", "-0.80728", "0"
"Deronectes latus", "Eurasia", "1", "1", "-0.80728", "0"
"Diamesa", "Eurasia", "1", "0.33333", "-0.38982", "0"
"Diamesa sp.", "Eurasia", "1", "0.33333", "-0.38982", "0"
"Dicosmoecus", "West Siberia", "1", "0.97681", "-0.05811", "0"
"Dicosmoecus palatus", "West Siberia", "1", "0.97681", "-0.05811", "0"
"Dicranota", "Eurasia", "0", "1", "-0.35", "0"
"Dicranota sp.", "Eurasia", "0", "1", "-0.35", "0"
"Dicrotendipes", "Eurasia", "1", "0.4", "-0.38982", "0"
"Dicrotendipes nervosus", "Eurasia", "1", "0.4", "-0.38982", "0"
"Dicrotendipes sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Dikerogammarus", "Eurasia", "1", "0.33", "0.16", "0"
"Dikerogammarus sp.", "Eurasia", "1", "0.33", "0.16", "0"
"Dikerogammarus villosus", "Eurasia", "1", "0.33", "0.16", "0"
"Dinocras", "United Kingdom", "1", "1", "0.37964", "0"
"Dinocras cephalotes", "United Kingdom", "1", "1", "0.37964", "0"
"Diplectrona", "United Kingdom", "1", "1", "-1.02724", "0"
"Diplectrona felix", "United Kingdom", "1", "1", "-1.02724", "0"
"Diptera", "Eurasia", "1", "0.42964", "-0.39011", "0"
"Diura", "Eurasia", "1", "1", "0.37964", "0"
"Diura bicaudata", "Eurasia", "1", "1", "0.37964", "0"
"Diura majuscula", "West Siberia", "1", "1", "0.37964", "0"
"Dixa", "Eurasia", "1", "0.5", "-0.35", "0"
"Dixa sp.", "Eurasia", "1", "0.5", "-0.35", "0"
"Dixidae", "Eurasia", "1", "0.5", "-0.35", "0"
"Dixidae", "Eurasia", "1", "0.5", "-0.35", "0"
"Dixidae sp.", "Eurasia", "1", "0.5", "-0.35", "0"
"Dolichopodidae", "Eurasia", "1", "1", "-0.35", "0"
"Dolichopodidae", "Eurasia", "1", "1", "-0.35", "0"
"Dolichopodidae sp.", "Eurasia", "1", "1", "-0.35", "0"
"Donacia", "Eurasia", "1", "1", "-1.14674", "0"
"Donacia dentata", "Eurasia", "1", "1", "-1.14674", "0"
"Donacia semicuprea", "Eurasia", "1", "1", "-1.14674", "0"
"Donacia sparganii", "Eurasia", "1", "1", "-1.14674", "0"
"Donacia versicolorea", "Eurasia", "1", "1", "-1.14674", "0"
"Donacia vulgaris", "Eurasia", "1", "1", "-1.14674", "0"
"Donaciinae", "Eurasia", "1", "1", "-1.14674", "0"
"Donaciinae sp.", "Eurasia", "1", "1", "-1.14674", "0"
"Dreissena", "Eurasia", "1", "1", "-2.09", "0"
"Dreissena polymorpha", "Eurasia", "1", "1", "-2.09", "0"
"Dreissenidae", "Eurasia", "1", "1", "-2.09", "0"
"Drusus", "Eurasia", "1", "1", "-0.05811", "0"
"Drusus annulatus", "Eurasia", "1", "1", "-0.05811", "0"
"Drusus biguttatus", "Eurasia", "1", "1", "-0.05811", "0"
"Drusus sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Dryopidae", "Eurasia", "1", "2", "-1.14674", "0"
"Dryopidae", "Eurasia", "1", "2", "-1.14674", "0"
"Dryopidae sp.", "Eurasia", "1", "2", "-1.14674", "0"
"Dryops", "Eurasia", "1", "2", "-1.14674", "0"
"Dryops ernesti", "Eurasia", "1", "2", "-1.14674", "0"
"Dryops luridus", "Eurasia", "1", "2", "-1.14674", "0"
"Dryops similaris", "Eurasia", "1", "2", "-1.14674", "0"
"Dryops sp.", "Eurasia", "1", "2", "-1.14674", "0"
"Dryops striatellus", "Eurasia", "1", "2", "-1.14674", "0"
"Dugesia", "Eurasia", "1", "1", "-0.46578", "0"
"Dugesia gonocephala", "Eurasia", "1", "1", "-0.46578", "0"
"Dugesia lugubris", "Eurasia", "1", "1", "-0.46578", "0"
"Dugesia lugubris/polychroa", "Eurasia", "1", "1", "-0.46578", "0"
"Dugesia polychroa", "Eurasia", "1", "1", "-0.46578", "0"
"Dugesia sp.", "Eurasia", "1", "1", "-0.46578", "0"
"Dugesia tigrina", "Eurasia", "1", "1", "-0.46578", "0"
"Dugesiidae", "Eurasia", "1", "1", "-0.46578", "0"
"Dytiscidae", "Eurasia", "1", "1", "-0.80728", "0"
"Dytiscidae", "Eurasia", "1", "1", "-0.80728", "0"
"Dytiscidae sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Dytiscus", "Eurasia", "1", "1", "-0.80728", "0"
"Dytiscus circumcinctus", "Eurasia", "1", "1", "-0.80728", "0"
"Dytiscus circumflexus", "Eurasia", "1", "1", "-0.80728", "0"
"Dytiscus lapponicus", "Eurasia", "1", "1", "-0.80728", "0"
"Dytiscus marginalis", "Eurasia", "1", "1", "-0.80728", "0"
"Dytiscus semisulcatus", "Eurasia", "1", "1", "-0.80728", "0"
"Dytiscus sp.", "Eurasia", "1", "1", "-0.80728", "0"
"Ecclisopteryx", "United Kingdom", "1", "0.99853", "-0.05811", "0"
"Ecclisopteryx guttulata", "United Kingdom", "1", "0.99853", "-0.05811", "0"
"Ecclissomyia", "West Siberia", "1", "0.97681", "-0.05811", "0"
"Ecclissomyia digitata", "West Siberia", "1", "0.97681", "-0.05811", "0"
"Ecdyonurus", "United Kingdom", "1", "1", "-0.29501", "0"
"Ecdyonurus", "Eurasia", "1", "0.5", "-0.29501", "0"
"Ecdyonurus", "West Siberia", "1", "0.65132", "-0.29501", "0"
"Ecdyonurus abracadabrus", "West Siberia", "1", "0.73684", "-0.29501", "0"
"Ecdyonurus aspersus", "West Siberia", "1", "0.73684", "-0.29501", "0"
"Ecdyonurus dispar", "Eurasia", "1", "0.5", "-0.29501", "0"
"Ecdyonurus dispar", "United Kingdom", "1", "1", "-0.29501", "0"
"Ecdyonurus joernensis", "West Siberia", "1", "1", "-0.29501", "0"
"Ecdyonurus sp.", "Eurasia", "1", "0.5", "-0.29501", "0"
"Ecdyonurus sp.", "United Kingdom", "1", "1", "-0.29501", "0"
"Ecdyonurus torrentis", "Eurasia", "1", "0.5", "-0.29501", "0"
"Ecdyonurus torrentis", "United Kingdom", "1", "1", "-0.29501", "0"
"Ecdyonurus venosus", "Eurasia", "1", "0.5", "-0.29501", "0"
"Ecdyonurus venosus", "United Kingdom", "1", "1", "-0.29501", "0"
"Ecdyonurus vicinus", "West Siberia", "1", "0.73684", "-0.29501", "0"
"Echinogammarus", "Eurasia", "1", "0.75", "0.16", "1"
"Echinogammarus", "United Kingdom", "1", "0.625", "0.16", "1"
"Echinogammarus berilloni", "Eurasia", "1", "0.75", "0.16", "1"
"Echinogammarus berilloni", "United Kingdom", "1", "0.5", "0.16", "1"
"Echinogammarus sp.", "Eurasia", "1", "0.75", "0.16", "1"
"Ecnomidae", "Eurasia", "1", "1", "-0.05811", "0"
"Ecnomus", "Eurasia", "1", "1", "-0.05811", "0"
"Ecnomus tenellus", "Eurasia", "1", "1", "-0.05811", "0"
"Einfeldia", "Eurasia", "1", "0.4", "-0.38982", "0"
"Einfeldia sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Eiseniella", "Eurasia", "1", "0.33333", "-1.09947", "0"
"Eiseniella tetraedra", "Eurasia", "1", "0.33333", "-1.09947", "0"
"Electrogena", "Eurasia", "1", "0.5", "-0.29501", "0"
"Electrogena", "United Kingdom", "1", "0.775", "-0.29501", "0"
"Electrogena affinis", "United Kingdom", "1", "0.875", "-0.29501", "0"
"Electrogena lateralis", "United Kingdom", "1", "1", "-0.29501", "0"
"Electrogena lateralis", "Eurasia", "1", "0.5", "-0.29501", "0"
"Electrogena quadrilineata", "Eurasia", "1", "0.5", "-0.29501", "0"
"Electrogena sp.", "Eurasia", "1", "0.5", "-0.29501", "0"
"Electrogena sp.", "United Kingdom", "1", "1", "-0.29501", "0"
"Electrogena ujhelyii", "Eurasia", "1", "0.5", "-0.29501", "0"
"Elmidae", "Eurasia", "1", "2", "-1.14674", "0"
"Elmidae", "Eurasia", "1", "2", "-1.14674", "0"
"Elmidae sp.", "Eurasia", "1", "2", "-1.14674", "0"
"Elmis", "Eurasia", "1", "2", "-1.14674", "0"
"Elmis aenea", "Eurasia", "1", "2", "-1.14674", "0"
"Elmis latreillei", "Eurasia", "1", "2", "-1.14674", "0"
"Elmis maugetii", "Eurasia", "1", "2", "-1.14674", "0"
"Elmis sp.", "Eurasia", "1", "2", "-1.14674", "0"
"Elodes", "Eurasia", "1", "1", "-1.14674", "0"
"Elodes elongata", "Eurasia", "1", "1", "-1.14674", "0"
"Elodes marginata", "Eurasia", "1", "1", "-1.14674", "0"
"Elodes minuta", "Eurasia", "1", "1", "-1.14674", "0"
"Eloeophila", "Eurasia", "1", "1", "-0.35", "0"
"Eloeophila sp.", "Eurasia", "1", "1", "-0.35", "0"
"Elophila", "Eurasia", "1", "1", "-0.06", "0"
"Elophila nymphaeata", "Eurasia", "1", "1", "-0.06", "0"
"Empididae", "Eurasia", "1", "0.5", "-0.35", "0"
"Empididae", "Eurasia", "1", "0.5", "-0.35", "0"
"Empididae sp.", "Eurasia", "1", "0.5", "-0.35", "0"
"Enallagma", "Eurasia", "1", "1", "-0.23577", "0"
"Enallagma cyathigerum", "Eurasia", "1", "1", "-0.23577", "0"
"Enochrus", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus affinis", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus bicolor", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus coarctatus", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus fuscipennis", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus halophilus", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus isotae", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus melanocephalus", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus ochropterus", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus quadripunctatus", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus sp.", "Eurasia", "1", "1", "-0.89278", "0"
"Enochrus testaceus", "Eurasia", "1", "1", "-0.89278", "0"
"Enoicyla", "Eurasia", "1", "1", "-0.05811", "0"
"Enoicyla pusilla", "Eurasia", "1", "1", "-0.05811", "0"
"Enoicyla sp.", "Eurasia", "1", "1", "-0.05811", "0"
"Epeorus", "Eurasia", "1", "1", "-0.29501", "0"
"Epeorus", "West Siberia", "1", "0.86842", "-0.29501", "0"
"Epeorus alexandri", "West Siberia", "1", "0.73684", "-0.29501", "0"
"Epeorus maculatus", "West Siberia", "1", "0.73684", "-0.29501", "0"
"Epeorus pellucidus", "West Siberia", "1", "1", "-0.29501", "0"
"Epeorus sylvicola", "Eurasia", "1", "1", "-0.29501", "0"
"Ephemera", "Eurasia", "1", "1.75", "-0.29501", "0"
"Ephemera", "United Kingdom", "1", "1.0625", "-0.29501", "0"
"Ephemera", "Finland", "1", "2.25", "-0.29501", "0"
"Ephemera", "West Siberia", "1", "1.8", "-0.29501", "0"
"Ephemera danica", "Eurasia", "1", "2", "-0.29501", "0"
"Ephemera danica", "United Kingdom", "1", "1", "-0.29501", "0"
"Ephemera danica", "Finland", "1", "3", "-0.29501", "0"
"Ephemera lineata", "Eurasia", "1", "2", "-0.29501", "0"
"Ephemera lineata", "United Kingdom", "1", "1.25", "-0.29501", "0"
"Ephemera orientalis", "West Siberia", "1", "2", "-0.29501", "0"
"Ephemera sp.", "Eurasia", "1", "1", "-0.29501", "0"
"Ephemera vulgata", "Eurasia", "1", "2", "-0.29501", "0"
"Ephemera vulgata", "Finland", "1", "3", "-0.29501", "0"
"Ephemera vulgata", "United Kingdom", "1", "1", "-0.29501", "0"
"Ephemerella", "West Siberia", "1", "0.91975", "-0.29501", "0"
"Ephemerella", "Eurasia", "1", "1", "-0.29501", "0"
"Ephemerella aurivillii", "West Siberia", "1", "0.88889", "-0.29501", "0"
"Ephemerella ignita", "Eurasia", "1", "1", "-0.29501", "0"
"Ephemerella lenoki", "West Siberia", "1", "0.5", "-0.29501", "0"
"Ephemerella lepnevae", "West Siberia", "1", "1", "-0.29501", "0"
"Ephemerella major", "Eurasia", "1", "1", "-0.29501", "0"
"Ephemerella mucronota", "Eurasia", "1", "1", "-0.29501", "0"
"Ephemerella notata", "Eurasia", "1", "1", "-0.29501", "0"
"Ephemerella nuda", "West Siberia", "1", "0.88889", "-0.29501", "0"
"Ephemerella triacantha", "West Siberia", "1", "1", "-0.29501", "0"
"Ephemerellidae", "Eurasia", "1", "0.91667", "-0.29501", "0"
"Ephemerellidae", "West Siberia", "1", "0.88889", "-0.29501", "0"
"Ephemeridae", "West Siberia", "1", "1.8", "-0.29501", "0"
"Ephemeridae", "United Kingdom", "1", "1.0625", "-0.29501", "0"
"Ephemeridae", "Eurasia", "1", "1.75", "-0.29501", "0"
"Ephemeridae", "Finland", "1", "2.25", "-0.29501", "0"
"Ephemeroptera", "West Siberia", "1", "0.89584", "-0.21906", "0"
"Ephemeroptera", "Finland", "1", "0.84507", "-0.2341", "0"
"Ephemeroptera", "United Kingdom", "1", "0.82918", "-0.23728", "0"
"Ephemeroptera", "Eurasia", "1", "0.8174", "-0.24045", "0"
"Ephoron", "Eurasia", "1", "1", "-0.29501", "0"
"Ephoron virgo", "Eurasia", "1", "1", "-0.29501", "0"
"Epitheca", "Eurasia", "1", "1", "-0.95986", "0"
"Epitheca bimaculata", "Eurasia", "1", "1", "-0.95986", "0"
"Eriocheir", "Eurasia", "1", "1", "-0.07765", "0"
"Eriocheir sinensis", "Eurasia", "1", "1", "-0.07765", "0"
"Eristalis", "Eurasia", "1", "0.25", "-0.35", "0"
"Eristalis sp.", "Eurasia", "1", "0.25", "-0.35", "0"
"Eristalomyia", "Eurasia", "1", "0.25", "-0.35", "0"
"Eristalomyia tenax", "Eurasia", "1", "0.25", "-0.35", "0"
"Erpobdella", "Eurasia", "1", "1", "-0.40564", "0"
"Erpobdella nigricollis", "Eurasia", "1", "1", "-0.40564", "0"
"Erpobdella octoculata", "Eurasia", "1", "1", "-0.40564", "0"
"Erpobdella sp.", "Eurasia", "1", "1", "-0.40564", "0"
"Erpobdella testacea", "Eurasia", "1", "1", "-0.40564", "0"
"Erpobdella vilnensis", "Eurasia", "1", "1", "-0.40564", "0"
"Erpobdellidae", "Eurasia", "1", "1", "-0.40564", "0"
"Erythromma", "Eurasia", "1", "1", "-0.23577", "0"
"Erythromma najas", "Eurasia", "1", "1", "-0.23577", "0"
"Erythromma viridulum", "Eurasia", "1", "1", "-0.23577", "0"
"Eukiefferiella", "Eurasia", "1", "0.4", "-0.38982", "0"
"Eukiefferiella sp.", "Eurasia", "1", "0.4", "-0.38982", "0"
"Eurycercus", "Eurasia", "1", "0.33", "0.17", "0"
"Eurycercus lamellatus", "Eurasia", "1", "0.33", "0.17", "0"
"Eusimulium", "Eurasia", "1", "0.25", "-0.46", "0"
"Eusimulium costatum", "Eurasia", "1", "0.25", "-0.46", "0"
"Ferrissia", "Eurasia", "1", "1", "-1.23", "0"
"Ferrissia wautieri", "Eurasia", "1", "1", "-1.23", "0"
"Galba", "Eurasia", "1", "1", "-0.64", "0"
"Galba truncatula", "Eurasia", "1", "1", "-0.64", "0"
"Gammaridae", "Eurasia", "1", "0.65818", "0.16372", "1"
"Gammaridae", "United Kingdom", "1", "0.59", "0.16372", "1"
"Gammarus", "Eurasia", "1", "0.72571", "0.16584", "1"
"Gammarus", "United Kingdom", "1", "0.65429", "0.16584", "1"
"Gammarus lacustris", "Eurasia", "1", "1", "0.32", "0"
"Gammarus pulex", "Eurasia", "1", "0.75", "0.04091", "1"
"Gammarus pulex", "United Kingdom", "1", "0.5", "0.04091", "1"
"Gammarus roeseli", "Eurasia", "1", "0.75", "0.16", "1"
"Gammarus salinus", "Eurasia", "1", "1", "0.16", "0"
"Gammarus sp.", "United Kingdom", "1", "0.5", "0.16", "1"
"Gammarus sp.", "Eurasia", "1", "0.75", "0.16", "1"
"Gammarus tigrinus", "Eurasia", "1", "0.33", "0.16", "1"
"Gammarus zaddachi", "Eurasia", "1", "0.5", "0.16", "0"
"Gastropoda/Prosobranchia", "Eurasia", "1", "1.0125", "-1.75847", "0"
"Gastropoda/Pulmonata", "Eurasia", "1", "0.94021", "-1.36652", "0"
"Gastropoda/Pulmonata", "United Kingdom", "1", "0.96104", "-1.36652", "0"
"Gerridae", "Eurasia", "1", "0.48333", "-0.56061", "0"
"Gerridae", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerridae sp.", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerris", "Eurasia", "1", "0.48", "-0.56061", "0"
"Gerris argentatus", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerris costai", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerris gibbifer", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerris lacustris", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerris lateralis", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerris najas", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerris odontogaster", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerris paludum", "Eurasia", "1", "0.5", "-0.56061", "0"
"Gerris sp.", "Eurasia", "1", "0.3", "-0.56061", "0"
"Gerris thoracicus", "Eurasia", "1", "0.5", "-0.56061", "0"
"Glaenocorisa", "Eurasia", "0", "0.5", "-0.29223", "0"
"Glaenocorisa propinqua", "Eurasia", "0", "0.5", "-0.29223", "0"
"Glossiphonia", "United Kingdom", "1", "1", "-0.59591", "0"
"Glossiphonia", "Eurasia", "1", "0.75", "-0.59591", "0"
"Glossiphonia complanata", "Eurasia", "1", "1", "-0.59591", "0"
"Glossiphonia heteroclita", "Eurasia", "1", "0.5", "-0.59591", "0"
